종목,코드,시장,현재가,전일종가,등락률,거래량,현재가 업데이트시각,추천 근거,진입 전략,리스크
NH투자증권,005940,KOSPI,31250,30500,6.11,790675,2026-06-09T16:09:55,,,
NH투자증권우,005945,KOSPI,24150,24050,2.77,54156,2026-06-09T16:09:55,,,
이수화학,005950,KOSPI,11620,12310,5.73,639331,2026-06-09T16:09:55,,,
동부건설,005960,KOSPI,6020,6110,3.44,40350,2026-06-09T16:09:55,,,
동부건설우,005965,KOSPI,15500,15650,1.57,292,2026-06-09T16:09:55,,,
동원산업,006040,KOSPI,32550,32400,0.77,128371,2026-06-09T16:09:55,,,
화승인더,006060,KOSPI,2670,2635,3.49,88284,2026-06-09T16:09:55,,,
사조오양,006090,KOSPI,8160,8080,2.64,4393,2026-06-09T16:09:55,,,
TIGER 토탈월드스탁액,000600,KOSPI,0,13500,0.0,0,,,,
삼아알미늄,006110,KOSPI,61600,61100,-2.22,577428,2026-06-09T16:09:55,,,
SK디스커버리,006120,KOSPI,44550,44700,3.36,23391,2026-06-09T16:09:55,,,
SK디스커버리우,006125,KOSPI,37250,37300,2.62,1710,2026-06-09T16:09:55,,,
RISE 단기특수은행채,000610,KOSPI,0,50660,0.0,0,,,,
한국전자홀딩스,006200,KOSPI,2350,2315,4.44,83732,2026-06-09T16:09:55,,,
제주은행,006220,KOSPI,11130,12750,7.54,2218860,2026-06-09T16:09:55,,,
LS,006260,KOSPI,387500,390000,4.45,194662,2026-06-09T16:09:55,,,
녹십자,006280,KOSPI,123300,122100,3.88,30840,2026-06-09T16:09:55,,,
대원전선,006340,KOSPI,10240,10000,4.49,2161709,2026-06-09T16:09:55,,,
대원전선우,006345,KOSPI,10210,9890,6.91,418269,2026-06-09T16:09:55,,,
GS건설,006360,KOSPI,26450,26800,3.32,803314,2026-06-09T16:09:55,,,
대구백화점,006370,KOSPI,4985,5200,3.32,42689,2026-06-09T16:09:55,,,
카프로,006380,KOSPI,3660,3660,0.0,0,2026-06-09T16:09:55,,,
삼성SDI,006400,KOSPI,515000,496500,2.39,590666,2026-06-09T16:09:55,AI 서버 배터리 매출 3배 성장 기대,기술주 강세 시 매수,2차전지 수급 변수
삼성SDI우,006405,KOSPI,240000,233500,5.26,7091,2026-06-09T16:09:55,,,
인스코비,006490,KOSPI,292,301,-1.68,398172,2026-06-09T16:09:55,,,
대림통상,006570,KOSPI,1840,1840,-3.21,16860,2026-06-09T16:09:55,,,
대한유화,006650,KOSPI,118600,119600,6.08,32715,2026-06-09T16:09:55,,,
삼성공조,006660,KOSPI,12270,11400,2.85,1046035,2026-06-09T16:09:55,,,
블루산업개발,006740,KOSPI,5550,5550,0.0,0,2026-06-09T16:09:55,,,
미래에셋증권,006800,KOSPI,51500,51200,3.52,3230522,2026-06-09T16:09:55,,,
미래에셋증권우,006805,KOSPI,14800,15140,3.42,83983,2026-06-09T16:09:55,,,
AK홀딩스,006840,KOSPI,6870,6380,10.99,21092,2026-06-09T16:09:55,,,
신송홀딩스,006880,KOSPI,5170,5090,3.5,34887,2026-06-09T16:09:55,,,
태경케미컬,006890,KOSPI,6430,6380,0.47,88294,2026-06-09T16:09:55,,,
우성,006980,KOSPI,17670,17650,0.63,2945,2026-06-09T16:09:55,,,
1Q 미국나스닥100,000690,KOSPI,0,14635,0.0,0,,,,
GS리테일,007070,KOSPI,23400,23300,2.41,141656,2026-06-09T16:09:55,,,
일신석재,007110,KOSPI,1018,1027,0.3,534816,2026-06-09T16:09:55,,,
미래아이앤지,007120,KOSPI,1235,1249,1.31,47626,2026-06-09T16:09:55,,,
사조산업,007160,KOSPI,43500,42150,4.82,5844,2026-06-09T16:09:55,,,
벽산,007210,KOSPI,1580,1540,1.67,198641,2026-06-09T16:09:55,,,
한국특강,007280,KOSPI,2180,2180,4.81,46199,2026-06-09T16:09:55,,,
오뚜기,007310,KOSPI,319000,316500,-0.31,5121,2026-06-09T16:09:55,,,
DN오토모티브,007340,KOSPI,39800,39650,4.74,110403,2026-06-09T16:09:55,,,
FOCUS 알리바바미국채,000730,KOSPI,0,10370,0.0,0,,,,
에이프로젠,007460,KOSPI,3185,3100,4.43,373573,2026-06-09T16:09:55,,,
KoAct K수출핵심기업T,000740,KOSPI,0,19830,0.0,0,,,,
샘표,007540,KOSPI,42250,41950,3.55,11169,2026-06-09T16:09:55,,,
일양약품,007570,KOSPI,8070,8040,3.2,39230,2026-06-09T16:09:55,,,
일양약품우,007575,KOSPI,7510,7540,4.31,579,2026-06-09T16:09:55,,,
동방아그로,007590,KOSPI,5840,5820,0.17,3709,2026-06-09T16:09:55,,,
선도전기,007610,KOSPI,5690,5280,3.08,472615,2026-06-09T16:09:55,,,
이수페타시스,007660,KOSPI,115800,113000,9.56,1043287,2026-06-09T16:09:55,,,
국도화학,007690,KOSPI,31250,31250,3.82,9362,2026-06-09T16:09:55,,,
F&F홀딩스,007700,KOSPI,16070,16710,5.38,30651,2026-06-09T16:09:55,,,
코리아써키트,007810,KOSPI,120300,115700,13.92,448757,2026-06-09T16:09:55,,,
코리아써우,007815,KOSPI,23050,23700,11.89,2009,2026-06-09T16:09:55,,,
코리아써키트2우B,000781,KOSPI,0,19890,0.0,0,,,,
서연,007860,KOSPI,8230,8230,5.51,54818,2026-06-09T16:09:55,,,
PLUS 미국로보택시,000780,KOSPI,0,10910,0.0,0,,,,
TP,007980,KOSPI,1734,1730,5.03,238402,2026-06-09T16:09:55,,,
ACE BYD밸류체인액티,000790,KOSPI,0,11510,0.0,0,,,,
사조동아원,008040,KOSPI,920,882,2.91,291192,2026-06-09T16:09:55,,,
대덕,008060,KOSPI,19410,19040,5.78,124278,2026-06-09T16:09:55,,,
대덕1우,000806,KOSPI,0,12000,0.0,0,,,,
KODEX 방산TOP10,000800,KOSPI,4145,11770,-100.0,0,2026-06-09T16:09:55,,,
이건산업,008250,KOSPI,2675,2685,0.38,49650,2026-06-09T16:09:55,,,
NI스틸,008260,KOSPI,2965,2985,4.04,50754,2026-06-09T16:09:55,,,
HANARO 유럽방산,000820,KOSPI,0,10700,0.0,0,,,,
남선알미늄,008350,KOSPI,1283,1268,-1.23,1838744,2026-06-09T16:09:55,,,
남선알미우,008355,KOSPI,10020,10360,-1.96,690,2026-06-09T16:09:55,,,
1Q 미국메디컬AI,000830,KOSPI,0,10315,0.0,0,,,,
문배철강,008420,KOSPI,2130,2400,9.62,214928,2026-06-09T16:09:55,,,
서흥,008490,KOSPI,18570,18000,6.24,25524,2026-06-09T16:09:55,,,
KIWOOM 미국테크100월,000840,KOSPI,0,12695,0.0,0,,,,
일정실업,008500,KOSPI,1293,917,-29.99,1239123,2026-06-09T16:09:55,,,
윌비스,008600,KOSPI,2620,2620,0.0,0,2026-06-09T16:09:55,,,
아남전자,008700,KOSPI,1197,1194,1.53,547758,2026-06-09T16:09:55,,,
율촌화학,008730,KOSPI,17210,17260,7.23,96905,2026-06-09T16:09:55,,,
호텔신라,008770,KOSPI,55200,56100,7.18,383976,2026-06-09T16:09:55,,,
호텔신라우,008775,KOSPI,32950,31950,3.78,2580,2026-06-09T16:09:55,,,
ACE 차이나AI빅테크TO,000870,KOSPI,0,13270,0.0,0,,,,
금비,008870,KOSPI,41050,40900,-0.48,733,2026-06-09T16:09:55,,,
한미사이언스,008930,KOSPI,29700,29500,4.39,80306,2026-06-09T16:09:55,,,
KBI동양철관,008970,KOSPI,1303,1343,2.76,745203,2026-06-09T16:09:55,,,
KCTC,009070,KOSPI,4330,4240,3.1,157373,2026-06-09T16:09:55,,,
PLUS K방산소부장,000900,KOSPI,0,9385,0.0,0,,,,
경인전자,009140,KOSPI,26950,26400,3.45,3820,2026-06-09T16:09:55,,,
삼성전기,009150,KOSPI,1970000,1805000,18.39,1650596,2026-06-09T16:09:55,,,
삼성전기우,009155,KOSPI,643000,586000,18.85,106213,2026-06-09T16:09:55,,,
SIMPAC,009160,KOSPI,4525,4430,0.56,161064,2026-06-09T16:09:55,,,
한솔로지스틱스,009180,KOSPI,2700,2695,5.26,80049,2026-06-09T16:09:55,,,
대양금속,009190,KOSPI,2080,1932,-5.45,1829730,2026-06-09T16:09:55,,,
무림페이퍼,009200,KOSPI,1550,1457,8.62,332284,2026-06-09T16:09:55,,,
한샘,009240,KOSPI,29900,32200,4.73,34016,2026-06-09T16:09:55,,,
신원,009270,KOSPI,1061,1054,2.71,571149,2026-06-09T16:09:55,,,
광동제약,009290,KOSPI,6240,6140,2.97,170209,2026-06-09T16:09:55,,,
SOL 한국원자력SMR,000920,KOSPI,0,16810,0.0,0,,,,
참엔지니어링,009310,KOSPI,5330,5330,0.0,0,2026-06-09T16:09:55,,,
아진전자부품,009320,KOSPI,911,909,0.22,138584,2026-06-09T16:09:55,,,
RISE AI반도체TOP10,000930,KOSPI,0,37845,0.0,0,,,,
태영건설,009410,KOSPI,1622,1660,3.31,192359,2026-06-09T16:09:55,,,
태영건설우,009415,KOSPI,8320,8010,13.51,31374,2026-06-09T16:09:55,,,
한올바이오파마,009420,KOSPI,52200,50100,3.57,370212,2026-06-09T16:09:55,,,
KC그린홀딩스,009440,KOSPI,756,756,0.0,0,2026-06-09T16:09:55,,,
경동나비엔,009450,KOSPI,69400,67800,7.43,45734,2026-06-09T16:09:55,,,
한창제지,009460,KOSPI,2145,2315,3.62,71710,2026-06-09T16:09:55,,,
삼화전기,009470,KOSPI,31800,30000,7.98,74671,2026-06-09T16:09:55,,,
TIGER 28-04 회사채(A,000940,KOSPI,0,98625,0.0,0,,,,
HD한국조선해양,009540,KOSPI,362500,385500,1.12,253265,2026-06-09T16:09:55,,,
무림P&P,009580,KOSPI,1777,1748,2.42,247975,2026-06-09T16:09:55,,,
모토닉,009680,KOSPI,10100,9990,4.12,44531,2026-06-09T16:09:55,,,
삼정펄프,009770,KOSPI,25600,25600,-0.39,1272,2026-06-09T16:09:55,,,
플레이그램,009810,KOSPI,1794,1810,0.67,13650,2026-06-09T16:09:55,,,
한화솔루션,009830,KOSPI,35550,36600,2.3,1071929,2026-06-09T16:09:55,,,
한화솔루션우,009835,KOSPI,20300,20050,5.18,9457,2026-06-09T16:09:55,,,
KODEX 원자력SMR,000980,KOSPI,0,17200,0.0,0,,,,
명신산업,009900,KOSPI,8240,8150,3.26,173305,2026-06-09T16:09:55,,,
영원무역홀딩스,009970,KOSPI,182400,185500,5.74,15392,2026-06-09T16:09:55,,,
한국내화,010040,KOSPI,1500,1493,-3.23,67177,2026-06-09T16:09:55,,,
OCI홀딩스,010060,KOSPI,256000,263500,-2.66,466625,2026-06-09T16:09:55,,,
KODEX 방산TOP10레버,001000,KOSPI,1347,9410,-16.95,3831094,2026-06-09T16:09:55,,,
한국무브넥스,010100,KOSPI,3760,3670,3.3,132046,2026-06-09T16:09:55,,,
LS ELECTRIC,010120,KOSPI,219500,236000,5.53,919923,2026-06-09T16:09:55,,,
고려아연,010130,KOSPI,1212000,1186000,5.48,22270,2026-06-09T16:09:55,,,
삼성중공업,010140,KOSPI,25850,26000,-0.96,5590102,2026-06-09T16:09:55,,,
RISE AI전력인프라,001010,KOSPI,0,21460,0.0,0,,,,
1Q K소버린AI,001030,KOSPI,0,9500,0.0,0,,,,
우진아이엔에스,010400,KOSPI,3580,3740,-0.56,4860,2026-06-09T16:09:55,,,
에스엠벡셀,010580,KOSPI,2125,2075,4.42,181831,2026-06-09T16:09:55,,,
SOL 한국AI소프트웨어,001050,KOSPI,0,10925,0.0,0,,,,
진양폴리,010640,KOSPI,1988,2105,4.36,156301,2026-06-09T16:09:55,,,
화천기계,010660,KOSPI,2765,2740,-1.78,392969,2026-06-09T16:09:55,,,
화신,010690,KOSPI,10270,10340,-10.62,1940449,2026-06-09T16:09:55,,,
평화홀딩스,010770,KOSPI,4075,4200,-3.09,55832,2026-06-09T16:09:55,,,
아이에스동서,010780,KOSPI,24900,24400,2.47,54735,2026-06-09T16:09:55,,,
퍼스텍,010820,KOSPI,7710,8070,1.45,763768,2026-06-09T16:09:55,,,
S-Oil,010950,KOSPI,110900,110800,2.21,407011,2026-06-09T16:09:55,,,
S-Oil우,010955,KOSPI,52400,53200,1.95,8413,2026-06-09T16:09:55,,,
삼호개발,010960,KOSPI,3060,3055,2.17,25420,2026-06-09T16:09:55,,,
진원생명과학,011000,KOSPI,965,917,-1.53,2469119,2026-06-09T16:09:55,,,
LG이노텍,011070,KOSPI,1137000,1090000,3.84,753937,2026-06-09T16:09:55,,,
에넥스,011090,KOSPI,1306,1325,-2.54,64712,2026-06-09T16:09:55,,,
CJ씨푸드,011150,KOSPI,2045,2015,3.86,81358,2026-06-09T16:09:55,,,
CJ씨푸드1우,011155,KOSPI,9550,9700,0.63,349,2026-06-09T16:09:55,,,
롯데케미칼,011170,KOSPI,76300,74900,3.81,135229,2026-06-09T16:09:55,,,
HANARO 증권고배당TOP,001110,KOSPI,0,15710,0.0,0,,,,
HMM,011200,KOSPI,19030,18380,2.04,1307905,2026-06-09T16:09:55,,,
현대위아,011210,KOSPI,74600,72600,3.47,188327,2026-06-09T16:09:55,,,
삼화전자,011230,KOSPI,2335,2195,-0.64,827749,2026-06-09T16:09:55,,,
태림포장,011280,KOSPI,1797,1790,-1.53,116678,2026-06-09T16:09:55,,,
우성머티리얼스,011300,KOSPI,2445,2550,1.88,27611,2026-06-09T16:09:55,,,
유니켐,011330,KOSPI,431,425,-4.22,368437,2026-06-09T16:09:55,,,
부산산업,011390,KOSPI,45650,44850,1.22,5870,2026-06-09T16:09:55,,,
갤럭시아에스엠,011420,KOSPI,1361,1370,-0.29,66380,2026-06-09T16:09:55,,,
RISE 글로벌게임테크T,001140,KOSPI,0,8460,0.0,0,,,,
한농화성,011500,KOSPI,15750,15540,4.24,134794,2026-06-09T16:09:55,,,
RISE 미국고배당다우,001150,KOSPI,0,11875,0.0,0,,,,
와이투솔루션,011690,KOSPI,4320,4300,5.11,349350,2026-06-09T16:09:55,,,
한신기계,011700,KOSPI,2760,2665,3.18,341359,2026-06-09T16:09:55,,,
현대코퍼레이션,011760,KOSPI,24350,24100,2.96,45835,2026-06-09T16:09:55,,,
금호석유화학,011780,KOSPI,120800,120000,1.43,70471,2026-06-09T16:09:55,,,
금호석유화학우,011785,KOSPI,51700,51000,1.17,9369,2026-06-09T16:09:55,,,
SKC,011790,KOSPI,135500,124100,5.86,557156,2026-06-09T16:09:55,,,
KODEX 26-12 금융채(A,001170,KOSPI,0,10090,0.0,0,,,,
STX,011810,KOSPI,3530,3530,0.0,0,2026-06-09T16:09:55,,,
SOL 미국넥스트테크TO,001180,KOSPI,0,13400,0.0,0,,,,
신성이엔지,011930,KOSPI,20600,19510,6.96,347370,2026-06-09T16:09:55,,,
KODEX 28-12 회사채(A,001190,KOSPI,0,9830,0.0,0,,,,
DB,012030,KOSPI,1858,1856,7.77,919569,2026-06-09T16:09:55,,,
영흥,012160,KOSPI,375,386,4.17,88591,2026-06-09T16:09:55,,,
아센디오,012170,KOSPI,1123,1071,-1.4,88712,2026-06-09T16:09:55,,,
계양전기,012200,KOSPI,6260,5860,0.81,374051,2026-06-09T16:09:55,,,
계양전기우,012205,KOSPI,10480,9230,-3.85,135337,2026-06-09T16:09:55,,,
영화금속,012280,KOSPI,821,823,1.11,104664,2026-06-09T16:09:55,,,
RISE 26-11 회사채(AA,001220,KOSPI,0,50645,0.0,0,,,,
경동인베스트,012320,KOSPI,48350,48450,3.53,6707,2026-06-09T16:09:55,,,
현대모비스,012330,KOSPI,595000,570000,-2.78,1196958,2026-06-09T16:09:55,,,
한화에어로스페이스,012450,KOSPI,1016000,1031000,0.99,201707,2026-06-09T16:09:55,우주발사체 성공으로 정부 투자 확대 기대,"상한가 추격 금지, 조정 후 매수",우주산업 정책 변화
더존비즈온,012510,KOSPI,120000,120000,-0.08,5370,2026-06-09T16:09:55,,,
경인양행,012610,KOSPI,4025,3985,2.42,316233,2026-06-09T16:09:55,,,
HDC,012630,KOSPI,19780,20450,5.38,60117,2026-06-09T16:09:55,,,
모나리자,012690,KOSPI,1622,1613,1.38,63560,2026-06-09T16:09:55,,,
에스원,012750,KOSPI,72000,71600,2.56,89947,2026-06-09T16:09:55,,,
대창,012800,KOSPI,1278,1252,3.65,844702,2026-06-09T16:09:55,,,
PLUS 차이나항셍테크,001280,KOSPI,0,8055,0.0,0,,,,
세우글로벌,013000,KOSPI,1269,1260,4.44,135038,2026-06-09T16:09:55,,,
SOL 차이나소비트렌드,001310,KOSPI,0,9200,0.0,0,,,,
KoAct 글로벌K컬처밸,001320,KOSPI,0,9305,0.0,0,,,,
일성건설,013360,KOSPI,1197,1160,1.53,80348,2026-06-09T16:09:55,,,
TIGER 차이나증권,001330,KOSPI,0,8715,0.0,0,,,,
화승코퍼레이션,013520,KOSPI,2360,2355,8.01,134864,2026-06-09T16:09:55,,,
디와이,013570,KOSPI,3795,3795,4.4,57873,2026-06-09T16:09:55,,,
계룡건설,013580,KOSPI,19920,19500,6.24,51614,2026-06-09T16:09:55,,,
IBK 중기종합채권(AA-,001350,KOSPI,0,99590,0.0,0,,,,
까뮤이앤씨,013700,KOSPI,1127,1146,1.17,59742,2026-06-09T16:09:55,,,
KIWOOM 미국S&P500모,001370,KOSPI,0,12625,0.0,0,,,,
지엠비코리아,013870,KOSPI,3945,3880,5.48,57366,2026-06-09T16:09:55,,,
지누스,013890,KOSPI,9430,9290,6.55,22268,2026-06-09T16:09:55,,,
한익스프레스,014130,KOSPI,2300,2275,-0.86,19048,2026-06-09T16:09:55,,,
대영포장,014160,KOSPI,789,802,0.0,600451,2026-06-09T16:09:55,,,
SOL 조선기자재,001410,KOSPI,0,10065,0.0,0,,,,
금강공업,014280,KOSPI,4080,4080,2.0,71625,2026-06-09T16:09:55,,,
금강공업우,014285,KOSPI,6030,6190,-0.17,1074,2026-06-09T16:09:55,,,
영보화학,014440,KOSPI,4475,4460,3.47,18664,2026-06-09T16:09:55,,,
극동유화,014530,KOSPI,3310,3255,0.91,101962,2026-06-09T16:09:55,,,
태경비케이,014580,KOSPI,3930,3950,2.88,114827,2026-06-09T16:09:55,,,
한솔케미칼,014680,KOSPI,246500,262000,7.17,89363,2026-06-09T16:09:55,,,
사조씨푸드,014710,KOSPI,7400,7210,4.52,9425,2026-06-09T16:09:55,,,
HL D&I,014790,KOSPI,2510,2525,-0.99,60369,2026-06-09T16:09:55,,,
동원시스템즈,014820,KOSPI,19430,20150,1.52,47171,2026-06-09T16:09:55,,,
동원시스템즈우,014825,KOSPI,14190,14120,0.57,1033,2026-06-09T16:09:55,,,
유니드,014830,KOSPI,67200,66800,4.02,23160,2026-06-09T16:09:55,,,
TIGER 코리아휴머노이,001480,KOSPI,0,12000,0.0,0,,,,
성문전자,014910,KOSPI,2300,2105,0.0,982306,2026-06-09T16:09:55,,,
성문전자우,014915,KOSPI,4435,4400,0.34,7532,2026-06-09T16:09:55,,,
인디에프,014990,KOSPI,480,480,0.0,0,2026-06-09T16:09:55,,,
이스타코,015020,KOSPI,928,928,0.0,0,2026-06-09T16:09:55,,,
대창단조,015230,KOSPI,6060,6050,4.3,48449,2026-06-09T16:09:55,,,
에이엔피,015260,KOSPI,537,522,3.87,533963,2026-06-09T16:09:55,,,
INVENI,015360,KOSPI,14600,14610,4.21,27212,2026-06-09T16:09:55,,,
WON 초대형IB&금융지,001540,KOSPI,10700,12525,1.13,132291,2026-06-09T16:09:55,,,
DKME,015590,KOSPI,2025,2080,-3.11,324657,2026-06-09T16:09:55,,,
한국전력,015760,KOSPI,36100,36400,0.28,3364256,2026-06-09T16:09:55,,,
일진홀딩스,015860,KOSPI,6990,6860,4.33,246264,2026-06-09T16:09:55,,,
태경산업,015890,KOSPI,4705,4640,3.63,30031,2026-06-09T16:09:55,,,
대현,016090,KOSPI,1550,1545,2.79,226047,2026-06-09T16:09:55,,,
삼성증권,016360,KOSPI,117500,112200,6.72,581428,2026-06-09T16:09:55,,,
KG스틸,016380,KOSPI,5370,5710,5.29,329085,2026-06-09T16:09:55,,,
한세예스24홀딩스,016450,KOSPI,4435,4295,5.34,16749,2026-06-09T16:09:55,,,
RISE 차이나AI반도체T,001640,KOSPI,0,15295,0.0,0,,,,
환인제약,016580,KOSPI,10110,10070,0.9,46593,2026-06-09T16:09:55,,,
신대양제지,016590,KOSPI,9190,9200,7.86,27592,2026-06-09T16:09:55,,,
DB증권,016610,KOSPI,10590,10360,4.85,118040,2026-06-09T16:09:55,,,
PLUS 코스닥150액티브,001660,KOSPI,0,9495,0.0,0,,,,
대성홀딩스,016710,KOSPI,7060,7090,1.44,52714,2026-06-09T16:09:55,,,
두올,016740,KOSPI,4470,4380,2.29,57233,2026-06-09T16:09:55,,,
SOL AI반도체TOP2플러,001670,KOSPI,0,22130,0.0,0,,,,
퍼시스,016800,KOSPI,27950,27850,0.72,1756,2026-06-09T16:09:55,,,
웅진,016880,KOSPI,1911,1910,0.0,382531,2026-06-09T16:09:55,,,
광명전기,017040,KOSPI,932,932,0.0,0,2026-06-09T16:09:55,,,
명문제약,017180,KOSPI,1320,1283,0.38,99691,2026-06-09T16:09:55,,,
우신시스템,017370,KOSPI,4240,4340,-6.3,40331,2026-06-09T16:09:55,,,
서울가스,017390,KOSPI,53800,55300,0.19,6139,2026-06-09T16:09:55,,,
KODEX 미국AI광통신네,001730,KOSPI,0,13775,0.0,0,,,,
수산세보틱스,017550,KOSPI,2485,2440,10.2,1009539,2026-06-09T16:09:55,,,
SK텔레콤,017670,KOSPI,108100,105700,1.31,3713310,2026-06-09T16:09:55,,,
RISE 미국AI전력인프,001760,KOSPI,0,12280,0.0,0,,,,
현대엘리베이터,017800,KOSPI,76700,76100,2.4,144724,2026-06-09T16:09:55,,,
풀무원,017810,KOSPI,9540,9460,5.3,84413,2026-06-09T16:09:55,,,
DS단석,017860,KOSPI,13940,14260,-1.13,134291,2026-06-09T16:09:55,,,
광전자,017900,KOSPI,9190,8660,18.43,9000360,2026-06-09T16:09:55,,,
E1,017940,KOSPI,83500,82000,2.2,13847,2026-06-09T16:09:55,,,
한국카본,017960,KOSPI,30500,30900,3.04,337109,2026-06-09T16:09:55,,,
HANARO 미국AI메모리,001810,KOSPI,1161,11130,0.52,19694,2026-06-09T16:09:55,,,
애경산업,018250,KOSPI,11390,11350,1.7,30080,2026-06-09T16:09:55,,,
삼성에스디에스,018260,KOSPI,252500,225000,6.99,1111312,2026-06-09T16:09:55,,,
TIGER 미국우주테크,001830,KOSPI,0,12715,0.0,0,,,,
조일알미늄,018470,KOSPI,1129,1120,-1.05,1574772,2026-06-09T16:09:55,,,
1Q 200채권혼합50액티,001840,KOSPI,2215,11645,0.0,0,2026-06-09T16:09:55,,,
동원금속,018500,KOSPI,1380,1363,6.98,327391,2026-06-09T16:09:55,,,
TIME 글로벌휴머노이,001850,KOSPI,0,9445,0.0,0,,,,
SK가스,018670,KOSPI,212500,215500,0.24,10432,2026-06-09T16:09:55,,,
KoAct 미국로봇피지컬,001860,KOSPI,0,11085,0.0,0,,,,
한온시스템,018880,KOSPI,4410,4320,2.8,8560348,2026-06-09T16:09:55,,,
TIGER 은액티브,001890,KOSPI,54,8925,-100.0,2015,2026-06-09T16:09:55,,,
RISE 현대차고정피지,001900,KOSPI,0,11630,0.0,0,,,,
신풍제약,019170,KOSPI,8730,8740,3.31,84695,2026-06-09T16:09:55,,,
신풍제약우,019175,KOSPI,13800,13790,2.99,2238,2026-06-09T16:09:55,,,
티에이치엔,019180,KOSPI,6860,6830,2.08,252552,2026-06-09T16:09:55,,,
MIDAS 코스닥액티브,001910,KOSPI,0,35845,0.0,0,,,,
RISE SK하이닉스단일,001920,KOSPI,0,18540,0.0,0,,,,
KoAct 코스피액티브,001930,KOSPI,0,9885,0.0,0,,,,
엑시큐어하이트론,019490,KOSPI,541,541,0.0,0,2026-06-09T16:09:55,,,
TIGER 삼성전자단일종,001950,KOSPI,0,19305,0.0,0,,,,
대교,019680,KOSPI,1149,1145,-1.37,80706,2026-06-09T16:09:55,,,
대교우B,019685,KOSPI,755,722,-3.21,11789,2026-06-09T16:09:55,,,
SOL SK하이닉스단일종,001970,KOSPI,4265,18240,-100.0,0,2026-06-09T16:09:55,,,
1Q 삼성전자선물단일,001980,KOSPI,0,20090,0.0,0,,,,
ACE 고배당주Plus커버,001990,KOSPI,0,9950,0.0,0,,,,
한섬,020000,KOSPI,22350,22700,7.97,71397,2026-06-09T16:09:55,,,
키다리스튜디오,020120,KOSPI,3145,3200,3.8,81035,2026-06-09T16:09:55,,,
롯데에너지머티리얼즈,020150,KOSPI,48950,45500,4.04,308782,2026-06-09T16:09:55,,,
KODEX 현대차로보틱스,002040,KOSPI,0,8160,0.0,0,,,,
아시아나항공,020560,KOSPI,6830,6720,1.49,57789,2026-06-09T16:09:55,,,
1Q 현대차기아채권혼,002060,KOSPI,0,9460,0.0,0,,,,
일진디스플,020760,KOSPI,902,902,0.0,0,2026-06-09T16:09:55,,,
서원,021050,KOSPI,1153,1136,5.3,529284,2026-06-09T16:09:55,,,
코웨이,021240,KOSPI,92400,92000,5.72,229286,2026-06-09T16:09:55,,,
세원정공,021820,KOSPI,11660,11660,6.0,18859,2026-06-09T16:09:55,,,
포스코DX,022100,KOSPI,27100,25850,5.65,626908,2026-06-09T16:09:55,,,
삼원강재,023000,KOSPI,2260,2245,2.03,24003,2026-06-09T16:09:55,,,
MH에탄올,023150,KOSPI,4140,4195,3.76,22312,2026-06-09T16:09:55,,,
한국종합기술,023350,KOSPI,4395,4345,1.15,22230,2026-06-09T16:09:55,,,
동남합성,023450,KOSPI,28300,28750,-0.18,1192,2026-06-09T16:09:55,,,
롯데쇼핑,023530,KOSPI,181900,195500,8.53,278392,2026-06-09T16:09:55,,,
다우기술,023590,KOSPI,37300,37050,2.19,63610,2026-06-09T16:09:55,,,
인지컨트롤스,023800,KOSPI,5790,5880,4.51,81501,2026-06-09T16:09:55,,,
인팩,023810,KOSPI,5090,5090,0.0,40420,2026-06-09T16:09:55,,,
에쓰씨엔지니어링,023960,KOSPI,987,945,9.06,233935,2026-06-09T16:09:55,,,
WISCOM,024070,KOSPI,1819,1807,-3.5,40117,2026-06-09T16:09:55,,,
디씨엠,024090,KOSPI,11190,11110,1.54,4185,2026-06-09T16:09:55,,,
기업은행,024110,KOSPI,20550,20900,1.48,1518787,2026-06-09T16:09:55,,,
콜마홀딩스,024720,KOSPI,8250,8130,4.43,36917,2026-06-09T16:09:55,,,
대원화성,024890,KOSPI,2840,2840,-4.38,81291,2026-06-09T16:09:55,,,
디와이덕양,024900,KOSPI,1906,1869,1.44,167192,2026-06-09T16:09:55,,,
KPX케미칼,025000,KOSPI,49750,49500,4.74,5600,2026-06-09T16:09:55,,,
SJM홀딩스,025530,KOSPI,3420,3420,4.11,16644,2026-06-09T16:09:55,,,
한국단자,025540,KOSPI,72600,74400,2.69,17533,2026-06-09T16:09:55,,,
미래산업,025560,KOSPI,37300,36150,19.17,223598,2026-06-09T16:09:55,,,
차AI헬스케어,025620,KOSPI,6590,6190,1.85,14849,2026-06-09T16:09:55,,,
한솔홈데코,025750,KOSPI,1870,1839,3.14,22540,2026-06-09T16:09:55,,,
이구산업,025820,KOSPI,4600,4410,3.25,199362,2026-06-09T16:09:55,,,
남해화학,025860,KOSPI,6240,6160,0.81,418549,2026-06-09T16:09:55,,,
한국주강,025890,KOSPI,1879,1890,0.48,138519,2026-06-09T16:09:55,,,
스틱인베스트먼트,026890,KOSPI,7140,6940,8.18,111167,2026-06-09T16:09:55,,,
